CID100000085	CID000010917	C0000729	LLT	C0000729	Abdominal cramps
CID100000085	CID000010917	C0000729	PT	C0000737	Abdominal pain
CID100000085	CID000010917	C0000737	LLT	C0000737	Abdominal pain
CID100000085	CID000010917	C0000737	PT	C0687713	Gastrointestinal pain
CID100000085	CID000010917	C0000737	PT	C0000737	Abdominal pain
CID100000085	CID000010917	C0002418	LLT	C0002418	Amblyopia
CID100000085	CID000010917	C0002418	PT	C0002418	Amblyopia
CID100000085	CID000010917	C0002871	LLT	C0002871	Anaemia
CID100000085	CID000010917	C0002871	PT	C0002871	Anaemia
CID100000085	CID000010917	C0003123	LLT	C0003123	Anorexia
CID100000085	CID000010917	C0003123	PT	C0232462	Decreased appetite
CID100000085	CID000010917	C0003467	LLT	C0003467	Anxiety
CID100000085	CID000010917	C0003467	PT	C0003467	Anxiety
CID100000085	CID000010917	C0003811	LLT	C0003811	Arrhythmia
CID100000085	CID000010917	C0003811	PT	C0003811	Arrhythmia
CID100000085	CID000010917	C0004093	LLT	C0004093	Asthenia
CID100000085	CID000010917	C0004093	PT	C0004093	Asthenia
CID100000085	CID000010917	C0004238	LLT	C0004238	Atrial fibrillation
CID100000085	CID000010917	C0004238	PT	C0004238	Atrial fibrillation
CID100000085	CID000010917	C0004604	LLT	C0004604	Back pain
CID100000085	CID000010917	C0004604	PT	C0004604	Back pain
CID100000085	CID000010917	C0006277	LLT	C0006277	Bronchitis
CID100000085	CID000010917	C0006277	PT	C0006277	Bronchitis
CID100000085	CID000010917	C0007222	LLT	C0007222	Cardiovascular disorder
CID100000085	CID000010917	C0007222	PT	C0007222	Cardiovascular disorder
CID100000085	CID000010917	C0008031	LLT	C0008031	Chest pain
CID100000085	CID000010917	C0008031	PT	C0008031	Chest pain
CID100000085	CID000010917	C0009450	LLT	C0009450	Infection
CID100000085	CID000010917	C0009450	PT	C0009450	Infection
CID100000085	CID000010917	C0009806	LLT	C0009806	Constipation
CID100000085	CID000010917	C0009806	PT	C0009806	Constipation
CID100000085	CID000010917	C0010200	LLT	C0010200	Cough
CID100000085	CID000010917	C0010200	PT	C0010200	Cough
CID100000085	CID000010917	C0011570	LLT	C0011570	Depression
CID100000085	CID000010917	C0011570	PT	C0011570	Depression
CID100000085	CID000010917	C0011991	LLT	C0011991	Diarrhoea
CID100000085	CID000010917	C0011991	PT	C0011991	Diarrhoea
CID100000085	CID000010917	C0012833	LLT	C0012833	Dizziness
CID100000085	CID000010917	C0012833	PT	C0012833	Dizziness
CID100000085	CID000010917	C0013378	LLT	C0013378	Dysgeusia
CID100000085	CID000010917	C0013378	PT	C0013378	Dysgeusia
CID100000085	CID000010917	C0013395	LLT	C0013395	Dyspepsia
CID100000085	CID000010917	C0013395	PT	C0013395	Dyspepsia
CID100000085	CID000010917	C0013404	LLT	C0013404	Dyspnoea
CID100000085	CID000010917	C0013404	PT	C0013404	Dyspnoea
CID100000085	CID000010917	C0015230	LLT	C0015230	Rash
CID100000085	CID000010917	C0015230	PT	C0015230	Rash
CID100000085	CID000010917	C0015230	PT	C0011603	Dermatitis
CID100000085	CID000010917	C0015397	LLT	C0015397	Eye disorder
CID100000085	CID000010917	C0015397	PT	C0015397	Eye disorder
CID100000085	CID000010917	C0015967	LLT	C0015967	Body temperature increased
CID100000085	CID000010917	C0015967	PT	C0015967	Body temperature increased
CID100000085	CID000010917	C0017152	LLT	C0017152	Gastritis
CID100000085	CID000010917	C0017152	PT	C0017152	Gastritis
CID100000085	CID000010917	C0017178	LLT	C0017178	Gastrointestinal disorder
CID100000085	CID000010917	C0017178	PT	C0017178	Gastrointestinal disorder
CID100000085	CID000010917	C0018681	LLT	C0018681	Headache
CID100000085	CID000010917	C0018681	PT	C0018681	Headache
CID100000085	CID000010917	C0019080	LLT	C0019080	Haemorrhage
CID100000085	CID000010917	C0019080	PT	C0019080	Haemorrhage
CID100000085	CID000010917	C0019080	PT	C0518015	Haemoglobin
CID100000085	CID000010917	C0020437	LLT	C0020437	Hypercalcaemia
CID100000085	CID000010917	C0020437	PT	C0020437	Hypercalcaemia
CID100000085	CID000010917	C0020461	LLT	C0020461	Hyperkalaemia
CID100000085	CID000010917	C0020461	PT	C0020461	Hyperkalaemia
CID100000085	CID000010917	C0020517	LLT	C0020517	Hypersensitivity
CID100000085	CID000010917	C0020517	PT	C0020517	Hypersensitivity
CID100000085	CID000010917	C0020538	LLT	C0020538	Hypertension
CID100000085	CID000010917	C0020538	PT	C0020538	Hypertension
CID100000085	CID000010917	C0020649	LLT	C0020649	Hypotension
CID100000085	CID000010917	C0020649	PT	C0020649	Hypotension
CID100000085	CID000010917	C0021400	LLT	C0021400	Influenza
CID100000085	CID000010917	C0021400	PT	C0021400	Influenza
CID100000085	CID000010917	C0023218	LLT	C0023218	Cramps of lower extremities
CID100000085	CID000010917	C0023218	PT	C0037763	Muscle spasms
CID100000085	CID000010917	C0025222	LLT	C0025222	Melaena
CID100000085	CID000010917	C0025222	PT	C0025222	Melaena
CID100000085	CID000010917	C0026826	LLT	C0026826	Hypertonia
CID100000085	CID000010917	C0026826	PT	C0026826	Hypertonia
CID100000085	CID000010917	C0027497	LLT	C0027497	Nausea
